,NOC,Team,Year,Season,Games,num_olympians,num_medalist,perc_medalist
1617,JOR,Jordan,2016,Summer,2016 Summer,8,1.0,0.125
1618,JPN,Boreas,1960,Summer,1960 Summer,3,,
1619,JPN,Danaldo,1960,Summer,1960 Summer,2,,
1620,JPN,Dow Jones,2008,Summer,2008 Summer,1,,
1621,JPN,Japan,1960,Summer,1960 Summer,157,21.0,0.1337579617834395
1622,JPN,Japan,1960,Winter,1960 Winter,41,,
1623,JPN,Japan,1964,Summer,1964 Summer,318,54.0,0.16981132075471697
1624,JPN,Japan,1964,Winter,1964 Winter,47,,
1625,JPN,Japan,1968,Summer,1968 Summer,171,52.0,0.30409356725146197
1626,JPN,Japan,1968,Winter,1968 Winter,61,,
1627,JPN,Japan,1972,Summer,1972 Summer,184,40.0,0.21739130434782608
1628,JPN,Japan,1972,Winter,1972 Winter,85,3.0,0.03529411764705882
1629,JPN,Japan,1976,Summer,1976 Summer,213,32.0,0.15023474178403756
1630,JPN,Japan,1976,Winter,1976 Winter,58,,
1631,JPN,Japan,1980,Winter,1980 Winter,50,1.0,0.02
1632,JPN,Japan,1984,Summer,1984 Summer,226,40.0,0.17699115044247787
1633,JPN,Japan,1984,Winter,1984 Winter,39,1.0,0.02564102564102564
1634,JPN,Japan,1988,Summer,1988 Summer,255,18.0,0.07058823529411765
1635,JPN,Japan,1988,Winter,1988 Winter,48,1.0,0.020833333333333332
1636,JPN,Japan,1992,Summer,1992 Summer,256,44.0,0.171875
1637,JPN,Japan,1992,Winter,1992 Winter,60,12.0,0.2
1638,JPN,Japan,1994,Winter,1994 Winter,59,9.0,0.15254237288135594
1639,JPN,Japan,1996,Summer,1996 Summer,306,42.0,0.13725490196078433
1640,JPN,Japan,1998,Winter,1998 Winter,156,9.0,0.057692307692307696
1641,JPN,Japan,2000,Summer,2000 Summer,266,41.0,0.15413533834586465
1642,JPN,Japan,2002,Winter,2002 Winter,103,2.0,0.019417475728155338
1643,JPN,Japan,2004,Summer,2004 Summer,306,84.0,0.27450980392156865
1644,JPN,Japan,2006,Winter,2006 Winter,110,1.0,0.00909090909090909
1645,JPN,Japan,2008,Summer,2008 Summer,332,48.0,0.14457831325301204
1646,JPN,Japan,2010,Winter,2010 Winter,91,7.0,0.07692307692307693
1647,JPN,Japan,2012,Summer,2012 Summer,291,76.0,0.2611683848797251
1648,JPN,Japan,2014,Winter,2014 Winter,109,10.0,0.09174311926605505
1649,JPN,Japan,2016,Summer,2016 Summer,335,57.0,0.1701492537313433
