,NOC,Team,Year,Season,Games,num_olympians,num_medalist,perc_medalist
1661,KAZ,Kazakhstan,2004,Summer,2004 Summer,114,8.0,0.07017543859649122
1662,KAZ,Kazakhstan,2006,Winter,2006 Winter,55,,
1663,KAZ,Kazakhstan,2008,Summer,2008 Summer,130,13.0,0.1
1664,KAZ,Kazakhstan,2010,Winter,2010 Winter,37,1.0,0.02702702702702703
1665,KAZ,Kazakhstan,2012,Summer,2012 Summer,113,13.0,0.11504424778761062
1666,KAZ,Kazakhstan,2014,Winter,2014 Winter,50,1.0,0.02
1667,KAZ,Kazakhstan,2016,Summer,2016 Summer,101,18.0,0.1782178217821782
1668,KEN,Kenya,1960,Summer,1960 Summer,27,,
1669,KEN,Kenya,1964,Summer,1964 Summer,37,1.0,0.02702702702702703
1670,KEN,Kenya,1968,Summer,1968 Summer,39,10.0,0.2564102564102564
1671,KEN,Kenya,1972,Summer,1972 Summer,57,10.0,0.17543859649122806
1672,KEN,Kenya,1984,Summer,1984 Summer,61,3.0,0.04918032786885246
1673,KEN,Kenya,1988,Summer,1988 Summer,74,9.0,0.12162162162162163
1674,KEN,Kenya,1992,Summer,1992 Summer,49,8.0,0.16326530612244897
1675,KEN,Kenya,1996,Summer,1996 Summer,52,8.0,0.15384615384615385
1676,KEN,Kenya,1998,Winter,1998 Winter,1,,
1677,KEN,Kenya,2000,Summer,2000 Summer,56,7.0,0.125
1678,KEN,Kenya,2002,Winter,2002 Winter,1,,
1679,KEN,Kenya,2004,Summer,2004 Summer,46,7.0,0.15217391304347827
1680,KEN,Kenya,2006,Winter,2006 Winter,1,,
1681,KEN,Kenya,2008,Summer,2008 Summer,46,15.0,0.32608695652173914
1682,KEN,Kenya,2012,Summer,2012 Summer,47,10.0,0.2127659574468085
1683,KEN,Kenya,2016,Summer,2016 Summer,79,12.0,0.1518987341772152
1684,KGZ,Kyrgyzstan,1994,Winter,1994 Winter,1,,
1685,KGZ,Kyrgyzstan,1996,Summer,1996 Summer,33,,
1686,KGZ,Kyrgyzstan,1998,Winter,1998 Winter,1,,
1687,KGZ,Kyrgyzstan,2000,Summer,2000 Summer,48,1.0,0.020833333333333332
1688,KGZ,Kyrgyzstan,2002,Winter,2002 Winter,2,,
1689,KGZ,Kyrgyzstan,2004,Summer,2004 Summer,29,,
1690,KGZ,Kyrgyzstan,2006,Winter,2006 Winter,1,,
1691,KGZ,Kyrgyzstan,2008,Summer,2008 Summer,20,2.0,0.1
1692,KGZ,Kyrgyzstan,2010,Winter,2010 Winter,2,,
1693,KGZ,Kyrgyzstan,2012,Summer,2012 Summer,14,,
1694,KGZ,Kyrgyzstan,2014,Winter,2014 Winter,1,,
1695,KGZ,Kyrgyzstan,2016,Summer,2016 Summer,19,,
1696,KHM,Cambodia,1964,Summer,1964 Summer,11,,
1697,KHM,Cambodia,1972,Summer,1972 Summer,9,,
1698,KHM,Cambodia,1996,Summer,1996 Summer,5,,
1699,KHM,Cambodia,2000,Summer,2000 Summer,4,,
1700,KHM,Cambodia,2004,Summer,2004 Summer,4,,
1701,KHM,Cambodia,2008,Summer,2008 Summer,4,,
1702,KHM,Cambodia,2012,Summer,2012 Summer,6,,
1703,KHM,Cambodia,2016,Summer,2016 Summer,6,,
1704,KIR,Kiribati,2004,Summer,2004 Summer,3,,
1705,KIR,Kiribati,2008,Summer,2008 Summer,2,,
1706,KIR,Kiribati,2012,Summer,2012 Summer,3,,
1707,KIR,Kiribati,2016,Summer,2016 Summer,3,,
1708,KNA,Saint Kitts and Nevis,1996,Summer,1996 Summer,10,,
1709,KNA,Saint Kitts and Nevis,2000,Summer,2000 Summer,2,,
1710,KNA,Saint Kitts and Nevis,2004,Summer,2004 Summer,2,,
1711,KNA,Saint Kitts and Nevis,2008,Summer,2008 Summer,4,,
1712,KNA,Saint Kitts and Nevis,2012,Summer,2012 Summer,4,,
1713,KNA,Saint Kitts and Nevis,2016,Summer,2016 Summer,6,,
1714,KOR,South Korea,1960,Summer,1960 Summer,35,,
1715,KOR,South Korea,1960,Winter,1960 Winter,7,,
1716,KOR,South Korea,1964,Summer,1964 Summer,154,3.0,0.01948051948051948
1717,KOR,South Korea,1964,Winter,1964 Winter,7,,
1718,KOR,South Korea,1968,Summer,1968 Summer,54,2.0,0.037037037037037035
1719,KOR,South Korea,1968,Winter,1968 Winter,8,,
1720,KOR,South Korea,1972,Summer,1972 Summer,42,1.0,0.023809523809523808
1721,KOR,South Korea,1972,Winter,1972 Winter,5,,
1722,KOR,South Korea,1976,Summer,1976 Summer,50,17.0,0.34
1723,KOR,South Korea,1976,Winter,1976 Winter,3,,
1724,KOR,South Korea,1980,Winter,1980 Winter,10,,
1725,KOR,South Korea,1984,Summer,1984 Summer,175,41.0,0.2342857142857143
1726,KOR,South Korea,1984,Winter,1984 Winter,15,,
1727,KOR,South Korea,1988,Summer,1988 Summer,401,72.0,0.17955112219451372
1728,KOR,South Korea,1988,Winter,1988 Winter,22,,
1729,KOR,South Korea,1992,Summer,1992 Summer,226,45.0,0.19911504424778761
1730,KOR,South Korea,1992,Winter,1992 Winter,23,5.0,0.21739130434782608
1731,KOR,South Korea,1994,Winter,1994 Winter,21,6.0,0.2857142857142857
1732,KOR,South Korea,1996,Summer,1996 Summer,303,63.0,0.2079207920792079
1733,KOR,South Korea,1998,Winter,1998 Winter,37,8.0,0.21621621621621623
1734,KOR,South Korea,2000,Summer,2000 Summer,281,69.0,0.24555160142348753
1735,KOR,South Korea,2002,Winter,2002 Winter,46,5.0,0.10869565217391304
1736,KOR,South Korea,2004,Summer,2004 Summer,264,49.0,0.1856060606060606
1737,KOR,South Korea,2006,Winter,2006 Winter,40,11.0,0.275
1738,KOR,South Korea,2008,Summer,2008 Summer,265,72.0,0.27169811320754716
1739,KOR,South Korea,2010,Winter,2010 Winter,45,11.0,0.24444444444444444
1740,KOR,South Korea,2012,Summer,2012 Summer,250,57.0,0.228
1741,KOR,South Korea,2014,Winter,2014 Winter,71,10.0,0.14084507042253522
1742,KOR,South Korea,2016,Summer,2016 Summer,207,23.0,0.1111111111111111
1743,KWT,Kuwait,1968,Summer,1968 Summer,2,,
1744,KWT,Kuwait,1972,Summer,1972 Summer,4,,
1745,KWT,Kuwait,1976,Summer,1976 Summer,15,,
1746,KWT,Kuwait,1980,Summer,1980 Summer,56,,
1747,KWT,Kuwait,1984,Summer,1984 Summer,23,,
1748,KWT,Kuwait,1988,Summer,1988 Summer,25,,
1749,KWT,Kuwait,1992,Summer,1992 Summer,32,,
1750,KWT,Kuwait,1996,Summer,1996 Summer,25,,
1751,KWT,Kuwait,2000,Summer,2000 Summer,29,1.0,0.034482758620689655
1752,KWT,Kuwait,2004,Summer,2004 Summer,11,,
1753,KWT,Kuwait,2008,Summer,2008 Summer,8,,
1754,KWT,Kuwait,2012,Summer,2012 Summer,10,1.0,0.1
1755,LAO,Laos,1980,Summer,1980 Summer,19,,
1756,LAO,Laos,1988,Summer,1988 Summer,3,,
1757,LAO,Laos,1992,Summer,1992 Summer,6,,
1758,LAO,Laos,1996,Summer,1996 Summer,5,,
1759,LAO,Laos,2000,Summer,2000 Summer,3,,
1760,LAO,Laos,2004,Summer,2004 Summer,5,,
1761,LAO,Laos,2008,Summer,2008 Summer,4,,
1762,LAO,Laos,2012,Summer,2012 Summer,3,,
1763,LAO,Laos,2016,Summer,2016 Summer,5,,
1764,LBN,Lebanon,1960,Summer,1960 Summer,17,,
1765,LBN,Lebanon,1960,Winter,1960 Winter,2,,
1766,LBN,Lebanon,1964,Summer,1964 Summer,5,,
1767,LBN,Lebanon,1964,Winter,1964 Winter,4,,
1768,LBN,Lebanon,1968,Summer,1968 Summer,11,,
1769,LBN,Lebanon,1968,Winter,1968 Winter,3,,
1770,LBN,Lebanon,1972,Summer,1972 Summer,19,1.0,0.05263157894736842
1771,LBN,Lebanon,1972,Winter,1972 Winter,1,,
1772,LBN,Lebanon,1976,Summer,1976 Summer,3,,
1773,LBN,Lebanon,1976,Winter,1976 Winter,1,,
1774,LBN,Lebanon,1980,Summer,1980 Summer,15,1.0,0.06666666666666667
1775,LBN,Lebanon,1980,Winter,1980 Winter,3,,
1776,LBN,Lebanon,1984,Summer,1984 Summer,22,,
1777,LBN,Lebanon,1984,Winter,1984 Winter,4,,
1778,LBN,Lebanon,1988,Summer,1988 Summer,21,,
1779,LBN,Lebanon,1988,Winter,1988 Winter,4,,
1780,LBN,Lebanon,1992,Summer,1992 Summer,12,,
1781,LBN,Lebanon,1992,Winter,1992 Winter,4,,
1782,LBN,Lebanon,1996,Summer,1996 Summer,1,,
1783,LBN,Lebanon,2000,Summer,2000 Summer,6,,
1784,LBN,Lebanon,2002,Winter,2002 Winter,2,,
1785,LBN,Lebanon,2004,Summer,2004 Summer,5,,
1786,LBN,Lebanon,2006,Winter,2006 Winter,3,,
1787,LBN,Lebanon,2008,Summer,2008 Summer,6,,
1788,LBN,Lebanon,2010,Winter,2010 Winter,3,,
1789,LBN,Lebanon,2012,Summer,2012 Summer,10,,
1790,LBN,Lebanon,2014,Winter,2014 Winter,2,,
1791,LBN,Lebanon,2016,Summer,2016 Summer,9,,
1792,LBR,Liberia,1960,Summer,1960 Summer,4,,
1793,LBR,Liberia,1964,Summer,1964 Summer,1,,
1794,LBR,Liberia,1972,Summer,1972 Summer,5,,
1795,LBR,Liberia,1984,Summer,1984 Summer,7,,
1796,LBR,Liberia,1988,Summer,1988 Summer,8,,
1797,LBR,Liberia,1996,Summer,1996 Summer,5,,
1798,LBR,Liberia,2000,Summer,2000 Summer,8,,
1799,LBR,Liberia,2004,Summer,2004 Summer,2,,
1800,LBR,Liberia,2008,Summer,2008 Summer,3,,
1801,LBR,Liberia,2012,Summer,2012 Summer,3,,
1802,LBR,Liberia,2016,Summer,2016 Summer,2,,
1803,LBY,Libya,1968,Summer,1968 Summer,1,,
1804,LBY,Libya,1980,Summer,1980 Summer,29,,
1805,LBY,Libya,1988,Summer,1988 Summer,6,,
1806,LBY,Libya,1992,Summer,1992 Summer,5,,
1807,LBY,Libya,1996,Summer,1996 Summer,5,,
1808,LBY,Libya,2000,Summer,2000 Summer,3,,
1809,LBY,Libya,2004,Summer,2004 Summer,8,,
1810,LBY,Libya,2008,Summer,2008 Summer,6,,
1811,LBY,Libya,2012,Summer,2012 Summer,4,,
1812,LBY,Libya,2016,Summer,2016 Summer,7,,
1813,LCA,Saint Lucia,1996,Summer,1996 Summer,6,,
1814,LCA,Saint Lucia,2000,Summer,2000 Summer,5,,
1815,LCA,Saint Lucia,2004,Summer,2004 Summer,2,,
1816,LCA,Saint Lucia,2008,Summer,2008 Summer,4,,
1817,LCA,Saint Lucia,2012,Summer,2012 Summer,4,,
1818,LCA,Saint Lucia,2016,Summer,2016 Summer,5,,
1819,LIB,Maid of Lebanon,1960,Summer,1960 Summer,2,,
1820,LIE,Liechtenstein,1960,Summer,1960 Summer,5,,
1821,LIE,Liechtenstein,1960,Winter,1960 Winter,3,,
1822,LIE,Liechtenstein,1964,Summer,1964 Summer,2,,
1823,LIE,Liechtenstein,1964,Winter,1964 Winter,6,,
1824,LIE,Liechtenstein,1968,Summer,1968 Summer,2,,
1825,LIE,Liechtenstein,1968,Winter,1968 Winter,9,,
1826,LIE,Liechtenstein,1972,Summer,1972 Summer,6,,
1827,LIE,Liechtenstein,1972,Winter,1972 Winter,4,,
1828,LIE,Liechtenstein,1976,Summer,1976 Summer,6,,
1829,LIE,Liechtenstein,1976,Winter,1976 Winter,9,2.0,0.2222222222222222
1830,LIE,Liechtenstein,1980,Winter,1980 Winter,7,2.0,0.2857142857142857
1831,LIE,Liechtenstein,1984,Summer,1984 Summer,7,,
1832,LIE,Liechtenstein,1984,Winter,1984 Winter,10,2.0,0.2
1833,LIE,Liechtenstein,1988,Summer,1988 Summer,12,,
1834,LIE,Liechtenstein,1988,Winter,1988 Winter,13,1.0,0.07692307692307693
1835,LIE,Liechtenstein,1992,Summer,1992 Summer,7,,
1836,LIE,Liechtenstein,1992,Winter,1992 Winter,7,,
1837,LIE,Liechtenstein,1994,Winter,1994 Winter,10,,
1838,LIE,Liechtenstein,1996,Summer,1996 Summer,2,,
1839,LIE,Liechtenstein,1998,Winter,1998 Winter,8,,
1840,LIE,Liechtenstein,2000,Summer,2000 Summer,2,,
1841,LIE,Liechtenstein,2002,Winter,2002 Winter,8,,
1842,LIE,Liechtenstein,2004,Summer,2004 Summer,1,,
1843,LIE,Liechtenstein,2006,Winter,2006 Winter,5,,
1844,LIE,Liechtenstein,2008,Summer,2008 Summer,2,,
1845,LIE,Liechtenstein,2010,Winter,2010 Winter,4,,
1846,LIE,Liechtenstein,2012,Summer,2012 Summer,3,,
1847,LIE,Liechtenstein,2014,Winter,2014 Winter,3,,
1848,LIE,Liechtenstein,2016,Summer,2016 Summer,3,,
1849,LKA,Sri Lanka,1960,Summer,1960 Summer,5,,
1850,LKA,Sri Lanka,1964,Summer,1964 Summer,6,,
1851,LKA,Sri Lanka,1968,Summer,1968 Summer,3,,
1852,LKA,Sri Lanka,1972,Summer,1972 Summer,4,,
1853,LKA,Sri Lanka,1980,Summer,1980 Summer,4,,
1854,LKA,Sri Lanka,1984,Summer,1984 Summer,4,,
1855,LKA,Sri Lanka,1988,Summer,1988 Summer,6,,
1856,LKA,Sri Lanka,1992,Summer,1992 Summer,11,,
1857,LKA,Sri Lanka,1996,Summer,1996 Summer,9,,
1858,LKA,Sri Lanka,2000,Summer,2000 Summer,18,1.0,0.05555555555555555
1859,LKA,Sri Lanka,2004,Summer,2004 Summer,7,,
1860,LKA,Sri Lanka,2008,Summer,2008 Summer,8,,
1861,LKA,Sri Lanka,2012,Summer,2012 Summer,7,,
1862,LKA,Sri Lanka,2016,Summer,2016 Summer,9,,
1863,LSO,Lesotho,1972,Summer,1972 Summer,1,,
1864,LSO,Lesotho,1980,Summer,1980 Summer,5,,
1865,LSO,Lesotho,1984,Summer,1984 Summer,4,,
1866,LSO,Lesotho,1988,Summer,1988 Summer,6,,
1867,LSO,Lesotho,1992,Summer,1992 Summer,6,,
1868,LSO,Lesotho,1996,Summer,1996 Summer,9,,
1869,LSO,Lesotho,2000,Summer,2000 Summer,6,,
1870,LSO,Lesotho,2004,Summer,2004 Summer,3,,
1871,LSO,Lesotho,2008,Summer,2008 Summer,5,,
1872,LSO,Lesotho,2012,Summer,2012 Summer,4,,
1873,LSO,Lesotho,2016,Summer,2016 Summer,8,,
1874,LTU,Lithuania,1992,Summer,1992 Summer,47,13.0,0.2765957446808511
1875,LTU,Lithuania,1992,Winter,1992 Winter,6,,
1876,LTU,Lithuania,1994,Winter,1994 Winter,6,,
1877,LTU,Lithuania,1996,Summer,1996 Summer,61,11.0,0.18032786885245902
1878,LTU,Lithuania,1998,Winter,1998 Winter,7,,
1879,LTU,Lithuania,2000,Summer,2000 Summer,61,17.0,0.2786885245901639
1880,LTU,Lithuania,2002,Winter,2002 Winter,8,,
1881,LTU,Lithuania,2004,Summer,2004 Summer,59,3.0,0.05084745762711865
1882,LTU,Lithuania,2006,Winter,2006 Winter,7,,
1883,LTU,Lithuania,2008,Summer,2008 Summer,71,5.0,0.07042253521126761
1884,LTU,Lithuania,2010,Winter,2010 Winter,6,,
1885,LTU,Lithuania,2012,Summer,2012 Summer,62,5.0,0.08064516129032258
1886,LTU,Lithuania,2014,Winter,2014 Winter,9,,
1887,LTU,Lithuania,2016,Summer,2016 Summer,67,7.0,0.1044776119402985
1888,LUX,Luxembourg,1960,Summer,1960 Summer,52,,
1889,LUX,Luxembourg,1964,Summer,1964 Summer,12,,
1890,LUX,Luxembourg,1968,Summer,1968 Summer,5,,
1891,LUX,Luxembourg,1972,Summer,1972 Summer,11,,
1892,LUX,Luxembourg,1976,Summer,1976 Summer,8,,
1893,LUX,Luxembourg,1980,Summer,1980 Summer,3,,
1894,LUX,Luxembourg,1984,Summer,1984 Summer,5,,
1895,LUX,Luxembourg,1988,Summer,1988 Summer,8,,
1896,LUX,Luxembourg,1988,Winter,1988 Winter,1,,
1897,LUX,Luxembourg,1992,Summer,1992 Summer,6,,
1898,LUX,Luxembourg,1992,Winter,1992 Winter,1,1.0,1.0
1899,LUX,Luxembourg,1994,Winter,1994 Winter,1,,
1900,LUX,Luxembourg,1996,Summer,1996 Summer,6,,
1901,LUX,Luxembourg,1998,Winter,1998 Winter,1,,
1902,LUX,Luxembourg,2000,Summer,2000 Summer,7,,
1903,LUX,Luxembourg,2004,Summer,2004 Summer,10,,
1904,LUX,Luxembourg,2006,Winter,2006 Winter,1,,
1905,LUX,Luxembourg,2008,Summer,2008 Summer,13,,
1906,LUX,Luxembourg,2012,Summer,2012 Summer,9,,
1907,LUX,Luxembourg,2014,Winter,2014 Winter,1,,
1908,LUX,Luxembourg,2016,Summer,2016 Summer,10,,
1909,LVA,Latvia,1992,Summer,1992 Summer,34,3.0,0.08823529411764706
1910,LVA,Latvia,1992,Winter,1992 Winter,23,,
1911,LVA,Latvia,1994,Winter,1994 Winter,27,,
1912,LVA,Latvia,1996,Summer,1996 Summer,47,1.0,0.02127659574468085
1913,LVA,Latvia,1998,Winter,1998 Winter,29,,
1914,LVA,Latvia,2000,Summer,2000 Summer,45,3.0,0.06666666666666667
1915,LVA,Latvia,2002,Winter,2002 Winter,47,,
1916,LVA,Latvia,2004,Summer,2004 Summer,32,4.0,0.125
1917,LVA,Latvia,2006,Winter,2006 Winter,57,1.0,0.017543859649122806
1918,LVA,Latvia,2008,Summer,2008 Summer,47,3.0,0.06382978723404255
1919,LVA,Latvia,2010,Winter,2010 Winter,53,3.0,0.05660377358490566
1920,LVA,Latvia,2012,Summer,2012 Summer,45,3.0,0.06666666666666667
1921,LVA,Latvia,2014,Winter,2014 Winter,56,9.0,0.16071428571428573
1922,LVA,Latvia,2016,Summer,2016 Summer,32,,
1923,MAL,Malaya,1960,Summer,1960 Summer,9,,
1924,MAR,Morocco,1960,Summer,1960 Summer,47,1.0,0.02127659574468085
1925,MAR,Morocco,1964,Summer,1964 Summer,20,,
1926,MAR,Morocco,1968,Summer,1968 Summer,25,,
1927,MAR,Morocco,1968,Winter,1968 Winter,5,,
1928,MAR,Morocco,1972,Summer,1972 Summer,35,,
1929,MAR,Morocco,1976,Summer,1976 Summer,9,,
1930,MAR,Morocco,1984,Summer,1984 Summer,34,2.0,0.058823529411764705
1931,MAR,Morocco,1984,Winter,1984 Winter,4,,
1932,MAR,Morocco,1988,Summer,1988 Summer,27,3.0,0.1111111111111111
1933,MAR,Morocco,1988,Winter,1988 Winter,3,,
1934,MAR,Morocco,1992,Summer,1992 Summer,44,3.0,0.06818181818181818
1935,MAR,Morocco,1992,Winter,1992 Winter,12,,
1936,MAR,Morocco,1996,Summer,1996 Summer,34,2.0,0.058823529411764705
1937,MAR,Morocco,2000,Summer,2000 Summer,55,5.0,0.09090909090909091
1938,MAR,Morocco,2004,Summer,2004 Summer,55,2.0,0.03636363636363636
1939,MAR,Morocco,2008,Summer,2008 Summer,47,2.0,0.0425531914893617
1940,MAR,Morocco,2010,Winter,2010 Winter,1,,
1941,MAR,Morocco,2012,Summer,2012 Summer,63,1.0,0.015873015873015872
1942,MAR,Morocco,2014,Winter,2014 Winter,2,,
1943,MAR,Morocco,2016,Summer,2016 Summer,48,1.0,0.020833333333333332
1944,MCO,Damoiselle IV,1960,Summer,1960 Summer,3,,
1945,MCO,Monaco,1960,Summer,1960 Summer,8,,
1946,MCO,Monaco,1964,Summer,1964 Summer,1,,
1947,MCO,Monaco,1968,Summer,1968 Summer,2,,
1948,MCO,Monaco,1972,Summer,1972 Summer,5,,
1949,MCO,Monaco,1976,Summer,1976 Summer,8,,
1950,MCO,Monaco,1984,Summer,1984 Summer,8,,
1951,MCO,Monaco,1984,Winter,1984 Winter,1,,
1952,MCO,Monaco,1988,Summer,1988 Summer,9,,
1953,MCO,Monaco,1988,Winter,1988 Winter,3,,
1954,MCO,Monaco,1992,Summer,1992 Summer,2,,
1955,MCO,Monaco,1992,Winter,1992 Winter,5,,
1956,MCO,Monaco,1994,Winter,1994 Winter,5,,
1957,MCO,Monaco,1996,Summer,1996 Summer,3,,
1958,MCO,Monaco,1998,Winter,1998 Winter,4,,
1959,MCO,Monaco,2000,Summer,2000 Summer,4,,
1960,MCO,Monaco,2002,Winter,2002 Winter,5,,
1961,MCO,Monaco,2004,Summer,2004 Summer,3,,
1962,MCO,Monaco,2006,Winter,2006 Winter,4,,
1963,MCO,Monaco,2008,Summer,2008 Summer,5,,
1964,MCO,Monaco,2010,Winter,2010 Winter,3,,
1965,MCO,Monaco,2012,Summer,2012 Summer,6,,
1966,MCO,Monaco,2014,Winter,2014 Winter,5,,
1967,MCO,Monaco,2016,Summer,2016 Summer,3,,
1968,MDA,Moldova,1994,Winter,1994 Winter,2,,
1969,MDA,Moldova,1996,Summer,1996 Summer,40,3.0,0.075
1970,MDA,Moldova,1998,Winter,1998 Winter,2,,
1971,MDA,Moldova,2000,Summer,2000 Summer,34,2.0,0.058823529411764705
1972,MDA,Moldova,2002,Winter,2002 Winter,5,,
1973,MDA,Moldova,2004,Summer,2004 Summer,33,,
1974,MDA,Moldova,2006,Winter,2006 Winter,6,,
1975,MDA,Moldova,2008,Summer,2008 Summer,29,1.0,0.034482758620689655
1976,MDA,Moldova,2010,Winter,2010 Winter,7,,
1977,MDA,Moldova,2012,Summer,2012 Summer,20,2.0,0.1
1978,MDA,Moldova,2014,Winter,2014 Winter,4,,
1979,MDA,Moldova,2016,Summer,2016 Summer,23,,
1980,MDG,Madagascar,1964,Summer,1964 Summer,3,,
1981,MDG,Madagascar,1968,Summer,1968 Summer,4,,
1982,MDG,Madagascar,1972,Summer,1972 Summer,11,,
1983,MDG,Madagascar,1980,Summer,1980 Summer,11,,
1984,MDG,Madagascar,1984,Summer,1984 Summer,5,,
1985,MDG,Madagascar,1992,Summer,1992 Summer,13,,
1986,MDG,Madagascar,1996,Summer,1996 Summer,11,,
1987,MDG,Madagascar,2000,Summer,2000 Summer,11,,
1988,MDG,Madagascar,2004,Summer,2004 Summer,8,,
1989,MDG,Madagascar,2006,Winter,2006 Winter,1,,
1990,MDG,Madagascar,2008,Summer,2008 Summer,6,,
1991,MDG,Madagascar,2012,Summer,2012 Summer,7,,
1992,MDG,Madagascar,2016,Summer,2016 Summer,6,,
1993,MDV,Maldives,1988,Summer,1988 Summer,7,,
1994,MDV,Maldives,1992,Summer,1992 Summer,7,,
1995,MDV,Maldives,1996,Summer,1996 Summer,6,,
1996,MDV,Maldives,2000,Summer,2000 Summer,4,,
1997,MDV,Maldives,2004,Summer,2004 Summer,4,,
1998,MDV,Maldives,2008,Summer,2008 Summer,4,,
1999,MDV,Maldives,2012,Summer,2012 Summer,5,,
2000,MDV,Maldives,2016,Summer,2016 Summer,4,,
2001,MEX,Acipactli,1964,Summer,1964 Summer,3,,
2002,MEX,Chamukina,1960,Summer,1960 Summer,2,,
2003,MEX,Mexico,1960,Summer,1960 Summer,67,1.0,0.014925373134328358
2004,MEX,Mexico,1964,Summer,1964 Summer,84,1.0,0.011904761904761904
2005,MEX,Mexico,1968,Summer,1968 Summer,275,9.0,0.03272727272727273
2006,MEX,Mexico,1972,Summer,1972 Summer,174,1.0,0.005747126436781609
2007,MEX,Mexico,1976,Summer,1976 Summer,97,2.0,0.020618556701030927
2008,MEX,Mexico,1980,Summer,1980 Summer,45,9.0,0.2
2009,MEX,Mexico,1984,Summer,1984 Summer,99,5.0,0.050505050505050504
2010,MEX,Mexico,1984,Winter,1984 Winter,1,,
2011,MEX,Mexico,1988,Summer,1988 Summer,83,2.0,0.024096385542168676
2012,MEX,Mexico,1988,Winter,1988 Winter,11,,
2013,MEX,Mexico,1992,Summer,1992 Summer,102,1.0,0.00980392156862745
2014,MEX,Mexico,1992,Winter,1992 Winter,20,,
2015,MEX,Mexico,1994,Winter,1994 Winter,1,,
2016,MEX,Mexico,1996,Summer,1996 Summer,98,1.0,0.01020408163265306
2017,MEX,Mexico,2000,Summer,2000 Summer,78,6.0,0.07692307692307693
2018,MEX,Mexico,2002,Winter,2002 Winter,3,,
2019,MEX,Mexico,2004,Summer,2004 Summer,109,4.0,0.03669724770642202
2020,MEX,Mexico,2008,Summer,2008 Summer,83,4.0,0.04819277108433735
2021,MEX,Mexico,2010,Winter,2010 Winter,1,,
2022,MEX,Mexico,2012,Summer,2012 Summer,99,24.0,0.24242424242424243
2023,MEX,Mexico,2014,Winter,2014 Winter,1,,
2024,MEX,Mexico,2016,Summer,2016 Summer,123,5.0,0.04065040650406504
2025,MEX,Nausikaa 4,1964,Summer,1964 Summer,2,,
2026,MEX,Tlaloc,1964,Summer,1964 Summer,2,,
2027,MEX,Xolotl,1964,Summer,1964 Summer,3,,
2028,MHL,Marshall Islands,2008,Summer,2008 Summer,5,,
2029,MHL,Marshall Islands,2012,Summer,2012 Summer,4,,
2030,MHL,Marshall Islands,2016,Summer,2016 Summer,5,,
2031,MKD,Macedonia,1996,Summer,1996 Summer,11,,
2032,MKD,Macedonia,1998,Winter,1998 Winter,3,,
2033,MKD,Macedonia,2000,Summer,2000 Summer,10,1.0,0.1
2034,MKD,Macedonia,2002,Winter,2002 Winter,2,,
2035,MKD,Macedonia,2004,Summer,2004 Summer,10,,
2036,MKD,Macedonia,2006,Winter,2006 Winter,3,,
2037,MKD,Macedonia,2008,Summer,2008 Summer,7,,
2038,MKD,Macedonia,2010,Winter,2010 Winter,3,,
2039,MKD,Macedonia,2012,Summer,2012 Summer,4,,
2040,MKD,Macedonia,2014,Winter,2014 Winter,3,,
2041,MKD,Macedonia,2016,Summer,2016 Summer,6,,
2042,MLI,Mali,1964,Summer,1964 Summer,2,,
2043,MLI,Mali,1968,Summer,1968 Summer,2,,
2044,MLI,Mali,1972,Summer,1972 Summer,3,,
2045,MLI,Mali,1980,Summer,1980 Summer,7,,
2046,MLI,Mali,1984,Summer,1984 Summer,4,,
2047,MLI,Mali,1988,Summer,1988 Summer,6,,
2048,MLI,Mali,1992,Summer,1992 Summer,5,,
2049,MLI,Mali,1996,Summer,1996 Summer,3,,
2050,MLI,Mali,2000,Summer,2000 Summer,5,,
2051,MLI,Mali,2004,Summer,2004 Summer,21,,
2052,MLI,Mali,2008,Summer,2008 Summer,17,,
2053,MLI,Mali,2012,Summer,2012 Summer,6,,
2054,MLI,Mali,2016,Summer,2016 Summer,6,,
2055,MLT,Malta,1960,Summer,1960 Summer,8,,
2056,MLT,Malta,1968,Summer,1968 Summer,1,,
2057,MLT,Malta,1972,Summer,1972 Summer,5,,
2058,MLT,Malta,1980,Summer,1980 Summer,8,,
2059,MLT,Malta,1984,Summer,1984 Summer,7,,
2060,MLT,Malta,1988,Summer,1988 Summer,6,,
2061,MLT,Malta,1992,Summer,1992 Summer,6,,
2062,MLT,Malta,1996,Summer,1996 Summer,7,,
2063,MLT,Malta,2000,Summer,2000 Summer,7,,
2064,MLT,Malta,2004,Summer,2004 Summer,7,,
2065,MLT,Malta,2008,Summer,2008 Summer,6,,
2066,MLT,Malta,2012,Summer,2012 Summer,5,,
2067,MLT,Malta,2014,Winter,2014 Winter,1,,
2068,MLT,Malta,2016,Summer,2016 Summer,7,,
2069,MLT,Merope,1960,Summer,1960 Summer,2,,
2070,MMR,Myanmar,1960,Summer,1960 Summer,8,,
2071,MMR,Myanmar,1964,Summer,1964 Summer,11,,
2072,MMR,Myanmar,1968,Summer,1968 Summer,4,,
2073,MMR,Myanmar,1972,Summer,1972 Summer,18,,
2074,MMR,Myanmar,1980,Summer,1980 Summer,2,,
2075,MMR,Myanmar,1984,Summer,1984 Summer,1,,
2076,MMR,Myanmar,1988,Summer,1988 Summer,2,,
2077,MMR,Myanmar,1992,Summer,1992 Summer,4,,
2078,MMR,Myanmar,1996,Summer,1996 Summer,3,,
