Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
GDP (current US$),NY.GDP.MKTP.CD,Lesotho,LSO,34579308.4138317,35699286.0142797,41859162.8167437,47039059.2188156,51938961.2207756,54878902.4219516,56698866.0226795,59260814.7837043,61444771.1045779,65966680.6663867,68738625.2274955,76482102.9082774,80915831.9240276,121181556.195965,150846210.448859,149560513.860717,147654093.836247,193307267.709292,266559337.626495,290142517.814727,431561376.476631,434188034.188034,348746822.619267,386699308.859169,333158476.24212,268626912.549917,318862888.402626,402774852.652259,470389179.678909,495404888.092424,596415104.549144,704329192.771521,831033941.093969,835592802.276831,878250450.602681,1001889856.91048,946123275.88212,997996028.645833,928458205.958432,912771290.61298,887295267.875155,825706961.238689,775780697.676625,1157832934.55127,1511236655.52047,1682350934.85132,1800105589.60349,1716262753.00196,1758534994.91599,1773199523.2307,2394600945.38102,2792049477.26553,2677545056.01559,2533992455.33308,2608269551.8008,2289799039.79675,2314323471.3948,2565352373.26551,2738786277.79392,..
GDP (current US$),NY.GDP.MKTP.CD,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,874000000,906000000,927000000,748000000,897000000,949000000,1119000000,1373000000,1726000000,1768000000,1998000000,2398000000,2721000000,3067000000,3144000000,3177000000,3277826000,3285455000,3264000000,..
GDP (current US$),NY.GDP.MKTP.CD,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28901836158.1921,31995012468.8279,33881392045.4545,30657030223.3903,28607921928.8175,25544128198.9955,27884615384.6154,30698633109.1343,27249786142.0017,35976714100.9056,38270206950.41,34110064452.1567,20481889763.7795,26265625000,33122307692.3077,47334148578.4164,54961936662.6066,67516236337.7158,87140405361.2292,63028320702.0343,74773444900.5368,34699395523.6073,81873662518.8238,65502870173.7831,41142722414.3351,27842131479.8726,26197143268.1243,37881431912.7565,48364208571.4286,..
GDP (current US$),NY.GDP.MKTP.CD,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,90098330.6654471,104888628.171944,124941925.010473,165930611.729019,193983720.461869,246387479.177159,272493879.020643,303496276.263782,436918176.733781,503180669.994587,534701915.617354,511658690.561043,522090331.478107,524034109.856605,502617355.407073,529078995.563876,779365167.602424,1052843347.63948,1161757671.01756,1120000916.92646,1421466239.56234,1484152022.3152,1631197909.259,1673104493.77369,1948118227.68151,2428461395.34884,2504033252.42718,2298410390.68421,2479721340.8746,2664026095.06058,2483953102.79488,2491822706.80256,2688630822.53304,3070691319.52179,3454362685.96703,3659251525.8593,4000239272.61126,4601299566.81106,5081432924.0144,4504549214.22663,5082366478.08994,5739977477.47748,5456009384.66461,6391735893.83968,6657170923.37918,6268391521.19701,6214633651.30911,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Lithuania,LTU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7870782260.51698,8385109020.28485,10120274492.8787,11240360897.7126,10972878636.1675,11539211480.3625,12252498921.0186,14278357283.7419,18802576988.1557,22649930576.2543,26125575942.2814,30216060233.4044,39738180076.6283,47850551148.8365,37440673477.8982,37024718364.5516,43419061504.4429,42826586829.8189,46450990764.2532,48485169331.368,41392396557.6337,43021972484.8299,47632961168.4141,53429066429.1251,..
GDP (current US$),NY.GDP.MKTP.CD,Luxembourg,LUX,703925705.942958,704145671.350213,741509480.796284,791140595.772755,903158753.943622,921600736.304026,968440149.470951,974721762.535327,1066447130.82052,1234878980.502,1509155062.52521,1572310771.77053,1968733021.7212,2701874663.63072,3295861019.05551,3233431611.27564,3544268025.07837,3922895891.95273,4884869091.84066,5711457760.04403,6232005655.95255,5231808670.14342,4764549532.05015,4683697830.37475,4594891580.56409,4738559684.76119,6921264132.20155,8614215559.15721,9750161053.209,10391504709.2547,13229247947.8513,14321878795.0384,16065740777.9172,16486900186.5672,18325791415.4811,21588170498.0843,21776609771.987,19731912494.3617,20209122027.1171,22235929043.2559,21263514833.2412,21272418791.9463,23616328816.1114,29557325056.4334,34685281847.5292,37347394602.6614,42414308116.9239,50888134410.0739,55849686538.7432,51370543206.4462,53212476812.2957,60004630234.4135,56677961787.0717,61739352212.3049,66103853236.7572,57744457954.7297,60691483443.1221,64023412339.7075,70885325883.0941,..
GDP (current US$),NY.GDP.MKTP.CD,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1130457130.00739,1121486562.52512,1292281653.68246,1348827324.09861,1517496131.38322,1941246972.45874,2269233639.28065,2683254708.17411,3220920084.77746,3735117374.41125,4879018601.90911,5625533410.31176,6265844252.10105,6996034036.99892,7122539666.59972,7211264780.00828,6742367273.27418,6490571703.85015,6720492405.83611,6811227982.82193,7322677820.10108,8195033162.12038,10585624890.9277,12092222041.9168,14789661809.1834,18340447242.9971,20917444919.6394,21475520709.3922,28123640998.7253,36709860068.3445,43031577366.4251,51552075901.5183,55347998647.8196,45361678146.5247,45387299721.0792,50751059058.0613,55084050789.7182,..
GDP (current US$),NY.GDP.MKTP.CD,Madagascar,MDG,673081724.076322,699161943.857103,739286906.851553,759345862.971331,802482182.924192,833563472.162352,900264583.688205,956436931.142347,1031669636.36116,1056391054.5386,1111859569.7715,1199507629.99179,1341590681.58511,1653062347.36254,1917508190.04689,2283049233.28758,2181844193.9254,2358930406.42896,2669755115.50569,3463565881.42486,4042139901.36698,3594868208.41885,3526198070.09621,3511573991.89742,2939485471.50097,2857889712.4808,3258288890.58567,2565634382.28689,2442507588.38496,2498059014.77295,3081479800.28769,2653141958.52585,3024459564.32157,3370842210.90955,2977040722.47057,3159901231.97468,3995028592.78722,3545776697.12109,3738704467.51878,3717515282.53319,3877673539.09084,4529575347.56805,4397254607.61164,5474030080.24451,4363934494.37405,5039293030.82367,5515884348.54904,8524620739.24074,10725137930.8286,9616879571.46431,9982711338.11813,11551819617.6271,11578974887.9562,12423555269.3893,12522957228.1764,11323020828.5758,11848613735.1933,13176313593.5509,13853432868.227,..
GDP (current US$),NY.GDP.MKTP.CD,Malawi,MWI,162956740.865183,174576508.469831,183116337.673247,190816183.676326,194736105.277894,229455410.891782,260394792.104158,269814968.240817,245169806.792272,265810632.425297,290531621.264851,365386929.835119,406062874.251497,444281703.893568,548621017.593913,613220652.928919,670317634.173056,806290840.624654,949034016.830627,1058269065.98115,1237655461.1501,1237685691.94683,1180104216.01137,1223186840.31324,1208008985.42522,1131347798.26653,1183654827.79002,1183094127.76747,1379924257.21313,1590215582.53307,1880771556.30474,2203545856.66893,1799517081.56412,2070636935.58644,1181802596.03498,1397457932.30697,2281034131.36493,2663234933.89767,1750584265.28754,1775921718.10534,1743506531.32652,1716502862.2954,3495748397.63025,3208837077.25069,3476094498.87517,3655909664.1423,3998020176.67364,4432937045.79897,5321012192.33619,6191127665.1963,6959655570.89098,8004000737.30717,6028487928.83351,5518880768.57955,6047813437.31804,6373212640.84604,5433040159.88747,6303292264.18905,7064971176.34408,..
GDP (current US$),NY.GDP.MKTP.CD,Malaysia,MYS,1916241996.60264,1901868548.28172,2001502678.6881,2510126747.68065,2674441395.53116,2956356984.18921,3143538481.64119,3188945511.56409,3330393309.81315,3664575983.27453,3864170913.36731,4244340333.51899,5043268548.73032,7662996766.66803,9496074114.07918,9298800799.46702,11050125904.9418,13139397879.1695,16358376511.2263,21213672089.1976,24488033442.0506,25004557093.8761,26804401815.5348,30346788437.5135,33943505717.6993,31200161095.4491,27734562640.4277,32181695507.2234,35271880250.4964,38848567631.4235,44024178343.0071,49143148094.2683,59167550162.956,66894837030.4184,74478356957.7808,88705342902.7113,100855393910.486,100005323301.867,72167498980.8398,79148421052.6316,93789736842.1053,92783947368.4211,100845526315.789,110202368421.053,124749473684.211,143534102611.497,162691238209.476,193547824063.3,230813897715.69,202257625195.063,255016609232.871,297951960784.314,314443149443.149,323277158906.979,338061963396.376,301354756113.174,301255454041.415,318958236443.122,358581943446.259,..
GDP (current US$),NY.GDP.MKTP.CD,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42463576.1589404,44781456.9536424,47935843.7935844,57829787.2340425,109503546.099291,127154929.577465,141902097.902098,141268980.477223,168610478.359909,189535398.230089,215089005.235602,244468292.682927,284853358.561968,322326642.335766,355884383.08887,398988954.970263,450382327.952421,508223602.37893,540096397.621071,589239753.610875,624337145.284622,870179738.562091,897031250,1052121054.6875,1226829562.5,1163362437.5,1575200390.625,1868383460.9375,2271646187.5,2345294875,2588176054.6875,2774351760.03287,2886170571.69634,3295011381.75405,3697351596.83753,4109424799.72407,4379136461.83077,4735989972.05433,5327457149.72581,..
GDP (current US$),NY.GDP.MKTP.CD,Mali,MLI,..,..,..,..,..,..,..,275494520.141999,343771964.662167,339913833.096246,359772363.262207,430096738.369216,486617332.387405,563683660.31194,538747268.333356,830710615.179954,939227993.66396,1049838492.55759,1222702356.10946,1595423285.64659,1759690811.60699,1538972158.1782,1333754034.23489,1297765448.50498,1232932008.13719,1392195933.33971,1852163474.54664,2090629722.63611,2169040741.55896,2181821902.43953,2681912030.49384,2724131545.16958,2830673388.82429,2818280876.07615,2081846482.74771,2706425298.36818,2780422212.26995,2697105694.07956,2920358586.75234,3439463140.35541,2954129565.82965,3465305993.47783,3889758023.73699,4703504466.53245,5444474268.42491,6245031690.06808,6899799785.8441,8145694631.88354,9750822511.47988,10181021770.4326,10678749467.4697,12978107560.5982,12442747897.2223,13246412031.4145,14345831014.6335,13099497220.4728,14010787737.8424,15337740140.8637,17163432832.0957,..
GDP (current US$),NY.GDP.MKTP.CD,Malta,MLT,..,..,..,..,..,..,..,..,..,..,250721821.553678,264579879.784878,295118249.324932,345602025.375393,376094108.475331,474620439.58496,527936988.791275,625573345.532174,793675169.878579,1001300838.32335,1250242107.87969,1243469360.56838,1234518125,1165771369.00625,1101828568.76804,1117835285.50512,1435079200.34957,1751247763.41948,2019474244.19359,2118574772.11136,2547163582.33149,2750041434.26295,3021910216.71827,2709178326.78271,2998570146.54095,3439931906.61479,3570271557.88471,3705372038.70537,3923637971.04652,4127313818.33836,4306192435.82207,4331870647.71535,4689832689.83269,5456583589.39342,6062780269.0583,6394851386.64345,6757119558.3992,7880509170.54476,8977149553.24447,8528202278.41067,8749171417.20801,9510019134.82894,9209873465.50645,10154463059.2461,11303729347.0846,10715545898.6342,11452895366.67,12768671649.7805,14553422928.8831,..
GDP (current US$),NY.GDP.MKTP.CD,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31020000,34918000,41749000,45144000,43879000,55989000,62983000,70688000,72798000,78476000,82507000,91063000,99461000,108071000,120230000,110858000,110705600,112279400,114326300,115347500,122824000,131738200,131398500,133806400,141922500,145474100,153884600,153135800,151772600,162164700,174332100,182874800,187707400,184689500,184599600,200558400,212881000,221278000,..
GDP (current US$),NY.GDP.MKTP.CD,Mauritania,MRT,92609243.6889684,107726205.64352,111148610.793216,113797382.615723,151897202.546491,172767212.410801,180340652.907946,191221776.831632,210695182.692288,199643447.641197,209348256.001325,227051055.184993,265009396.653643,333731886.122433,414772366.009093,475916497.69628,524407949.855849,540635401.242895,544424587.056593,644070390.586697,709041462.208777,747994670.344005,750214401.613315,788371840.318764,726937308.885277,683193876.889148,802890746.890756,909820596.846435,957377548.471449,981529430.10921,1019600785.27212,1443688865.07911,1464392418.44485,1249945002.73165,1315932648.18936,1415296706.42994,1442598431.73835,1401946856.49938,1375115531.95102,1405662876.94378,1293654176.88438,1295539954.38702,1324427093.64501,1563074858.38117,1833444739.62264,2184447591.21449,3040716679.07669,3356753170.11296,4031053345.25594,3662279342.59775,4337794152.82681,5166346516.40948,5231255478.38986,5639818811.90095,5391555433.76476,4828858024.69136,4679346590.90909,4905893854.7486,5234817927.17087,..
GDP (current US$),NY.GDP.MKTP.CD,Mauritius,MUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,704033525.405972,823634464.910024,1015365145.29554,1211141231.11555,1131788191.50736,1142393554.52358,1078408829.616,1090276947.25872,1040557089.33864,1076121094.38239,1462900255.4506,1880852914.22714,2134517067.65295,2181930254.82301,2653480001.34558,2856890680.60285,3224267547.80508,3263368410.01813,3558137040.37772,4040345933.29231,4421943910.49749,4187367601.73431,4169664285.38681,4343710332.80658,4663313620.01707,4613630622.77501,4841310239.63687,5816553826.85519,6578844486.06288,6488750452.60067,7028803365.70151,8150138757.15741,9990370016.30771,9128843109.15588,10003670690.3497,11518393367.2403,11668685524.1265,12129642296.4425,12803445933.5894,11692287066.381,12232463655.5727,13259351418.4459,14220348672.7333,..
GDP (current US$),NY.GDP.MKTP.CD,Mexico,MEX,13040000000,14160000000,15200000000,16960000000,20080000000,21840000000,24320000000,26560000000,29360000000,32480000000,35520000000,39200000000,45200000000,55280000000,72000000000,88000000000,89025974025.974,81814159292.0354,102500000000,134561403508.772,205139086956.522,263959336734.694,184609157801.418,156159198584.513,184261495828.367,195219789801.479,134550096436.744,147540738281.817,181611549975.804,221400669713.589,261253582805.945,313142768453.485,363157598242.27,500736065605.341,527813238126.278,360073909243.855,410975595310.156,500413483109.175,526502129378.284,600232874042.927,707906744574.644,756706300589.791,772106378935.377,729336319677.449,782240601984.76,877476221382.101,975387131716.089,1052696282278.88,1109989063586.62,900045350649.351,1057801295584.05,1180489601957.61,1201089987015.45,1274443084716.57,1314563967425.24,1170564619927.69,1077903618176.07,1157736189998.15,1220699479845.98,..
GDP (current US$),NY.GDP.MKTP.CD,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,106500000,..,..,112210000,116700000,124700000,135200000,147200000,166200000,178100000,198400000,202500000,221575348.027093,218534683.23471,206626303.647324,218873091.437411,220140471.847169,233271799.45728,240970948.953606,242517241.237159,245432897.19701,240236020.570249,250281881.170157,253541864.150944,256787150.874101,263145104.610435,280284568.061757,296944122.022674,311301557.087302,327248654.764484,317214350.095235,319271156.353297,316489947.494367,332265162.497548,366666808.576418,401932279.019221,..
GDP (current US$),NY.GDP.MKTP.CD,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1752979926.41489,1695122173.91304,1930081168.83117,1698717504.65549,1170782957.37443,1288429391.79951,1480673594.05602,1661818168.4226,1980907434.76826,2598249555.89984,2988348836.471,3408244549.19999,4401189466.14058,6054849884.52656,5439422031.39627,6974960426.21652,8414360571.10729,8709165249.26928,9496684621.98494,9510219299.49557,7745231660.33425,8071480540.86068,9669759987.02633,11443671435.9024,..
GDP (current US$),NY.GDP.MKTP.CD,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,293073868.023221,327651487.962757,402460333.237637,523552815.119127,563939670.704419,711922994.225545,735339911.935065,811250927.388998,1000535735.38751,1209898293.46372,1378130995.65913,1205166025.51592,1143229071.77943,1092551781.01486,1037314956.25083,1082851076.52158,1515209588.2378,1839095595.25655,2000674667.08261,2010116851.20284,2481316053.85316,2480497538.54794,2737067001.75938,2574440022.97964,2720297793.28662,3130270895.13587,3137848801.03606,2840182220.99117,2934578821.10938,2906009307.6651,2647883815.57966,2671424966.44295,2905840862.03651,3589126975.1693,4110169853.48895,4203084193.50827,4582988332.70606,5867916780.72817,6476490405.74191,5451653237.01028,5362649006.62252,6080344731.72088,5743029680.07195,6553372278.27934,7060236168.2367,6258844405.01275,6468694690.26549,6415370745.99955,7184844192.63456,..
GDP (current US$),NY.GDP.MKTP.CD,Mongolia,MNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2310099100,2552401933.33333,2725736633.33333,2098734600,2186505475,2896178866.66667,3020611600,3204461566.66667,3576966800,2560785660,2379018326.31579,1317611863.84977,768401634.154573,925817092.217484,1452165005.2384,1345719472.35883,1180934202.83801,1124440248.9783,1057408588.68269,1136896123.61298,1267997934.3125,1396555719.97409,1595297355.78349,1992066808.09598,2523471532.01083,3414055566.1138,4234999823.30839,5623216448.86851,4583850367.88972,7189481824.07288,10409797649.3063,12292770631.1967,12582122604.1921,12226514722.0861,11749620619.5962,11186734674.3847,11425755279.5395,13066749138.3261,..
GDP (current US$),NY.GDP.MKTP.CD,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,984297589.359934,1159869245.92513,1284685050.52413,1707710053.14938,2073234417.68066,2257174480.78597,2721903148.91482,3680710375.03422,4545674527.61096,4159328980.2723,4139192052.98013,4538199888.79622,4087725812.66864,4464261816.25066,4587928884.17142,4052913385.82677,4374128318.58407,4844592066.71174,5504166666.66667,..
GDP (current US$),NY.GDP.MKTP.CD,Morocco,MAR,2037150716.33238,2025689536.60705,2379606422.29029,2657247327.3392,2798339768.79755,2948325264.30195,2876395613.08171,3046339294.53611,3271415867.99723,3651615453.01848,3956328426.04486,4356633663.36634,5074117544.77482,6242177798.33938,7675408485.51421,8984824182.60333,9584323309.12136,11049896742.3889,13236854105.1672,15912133569.2852,21728770055.3777,17788171722.4446,17692341358.1272,16251460689.3254,14824728528.4604,14991283215.7408,19462175321.8224,21765261041.7265,25705296183.5037,26314220188.0257,30180108561.9305,32285388165.2999,33711069430.78,31655473663.8348,35604137422.5796,39030285468.3841,43161452678.4383,39147844526.0838,41806219378.6181,41632027599.8531,38857251336.3448,39459581217.3759,42236836820.6152,52064058833.9739,59626020162.3816,62343022650.8742,68640825480.9223,79041294874.4553,92507257783.5697,92897320375.8176,93216746661.5977,101370474295.109,98266306615.3632,106825649872.108,110081248587.369,101179808076.36,103311649248.024,109714300453.983,117921394402.361,..
GDP (current US$),NY.GDP.MKTP.CD,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3704316974.55559,2644983401.51958,2738413378.55281,2793020800.85737,2900913488.49338,4163397088.64234,4976735801.65633,5613212495.5788,5888561099.32603,5553894130.24062,5311092495.99103,5623299277.81063,6254047514.32788,7589038159.89336,8512116725.20706,9149485071.33634,10423424155.2923,12574681497.5762,11899763735.4052,11087646867.9421,14381552432.9494,16350804543.0515,16974320551.0213,17716084107.5888,15950969018.9458,11936999283.1791,13219084261.3664,14717223206.9,..
GDP (current US$),NY.GDP.MKTP.CD,Myanmar,MMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8905066163.58643,6477790688.22844,6777632512.0781,10467109977.6717,10567354056.4049,11986972418.5103,14502553709.8303,20182477480.5512,31862554101.9378,36906181380.8127,49540813342.4834,59977326085.9908,59937797559.3295,60269734044.526,65446199787.8425,59687410896.5734,63256184700.2223,66719084253.4803,71214803377.8284,..
GDP (current US$),NY.GDP.MKTP.CD,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2422096074.58458,2246757386.46297,2116069373.76879,2293990996.47113,1947967886.46389,1605911706.00638,1806223061.29464,2296378834.86149,2491412335.78392,2531519951.42295,2785764518.01845,2992650454.49607,3424733520.33661,3218475900.48046,3636645995.26867,3942478205.72909,3945340776.40546,4102648719.61806,3826527630.55551,3818954447.99083,3833993702.98856,3476452446.22032,3275669889.09655,4811994024.87871,6480441754.26103,7121391945.65439,7835043624.01241,8740865600.24981,8486721916.9128,8876191120.76189,11282192605.0374,12409629835.6998,13016272898.9038,12717790504.5002,12786078008.2376,11650656642.2655,11286139080.0065,13566192144.4614,14521711633.9533,..
GDP (current US$),NY.GDP.MKTP.CD,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20439158.4236144,39291316.0250671,44294212.9288765,49235796.7057166,72680074.9285221,103833367.704681,108634964.604494,117009639.217846,99966636.1594143,102052700.538652,113884908.36413,125628504.250316,..
GDP (current US$),NY.GDP.MKTP.CD,Nepal,NPL,508334413.965087,531959561.62226,574091101.194382,496947904.443033,496098775.308642,735267082.294264,906811943.824649,841974025.462659,772228643.405428,788641965.432099,865975308.641975,882765471.604938,1024098804.93827,972101724.995368,1217953546.97604,1575789254.46938,1452792989.10865,1382400000,1604162497.45945,1851250008.33333,1945916583.33333,2275583316.66667,2395429852.43076,2447174803.37791,2581207387.79709,2619913955.51556,2850784523.37711,2957255379.54315,3487009748.35638,3525228153.17361,3627562402.66027,3921476084.89072,3401211581.29176,3660041666.66667,4066775510.20408,4401104417.67068,4521580381.47139,4918691916.53516,4856255044.39064,5033642384.10596,5494252207.90502,6007055042.17687,6050875806.66403,6330473096.54071,7273938314.71988,8130258041.46706,9043715355.8881,10325618017.379,12545438605.3959,12854985464.0764,16002656434.4746,18913574370.76,18851513891.066,19271168018.482,20002968837.9471,21410840908.5198,21185922407.5922,25180583769.9244,29040398982.3466,..
GDP (current US$),NY.GDP.MKTP.CD,Netherlands,NLD,12276734172.0828,13493833739.9949,14647057370.1418,15891241386.291,18699380731.3465,21000586933.2041,22867203317.4022,25087562181.3218,27817605743.2503,34035946604.1815,38164716868.57,44579122681.7043,54706557264.4878,71840910058.332,87243413476.5145,100249523178.808,109168720703.451,127016990571.967,155859695762.884,179669405141.162,195152092662.381,164134217080.279,158479528266.072,153445466064.397,143912664079.67,143845822916.667,200862095880.554,245046310922.541,261910508306.389,258336705601.164,318330511920.61,327500328264.969,362962871804.511,353550170028.477,379130260200.993,452301674444.139,450490196078.431,416812740004.518,438008220395.468,446898572341.786,416442786069.652,431213422818.792,471613965744.401,578792325056.433,657171591755.649,685092650167.89,733340860619.747,847481522036.682,947997656364.435,868077243678.8,846554894931.084,904085980796.018,838971306990.906,876923518850.405,890981311077.658,765264949780.999,783528181704.567,831809944960.879,913658465709.125,..
GDP (current US$),NY.GDP.MKTP.CD,New Caledonia,NCL,..,..,..,..,..,159594493.548808,164206537.561675,180036768.87301,215507164.034258,263108834.536684,358815681.903215,413634335.270097,505892512.861927,542294864.81243,637400199.110489,816647865.83143,798310509.647434,837616756.533737,846007597.720396,1047225130.24333,1182457142.60648,972563810.230325,904619629.797268,823832940.450511,796018978.4713,854823821.723177,1201262517.87644,1488113532.28584,2072735787.31779,2185072798.33184,2529310103.83608,2653781596.46008,2923764926.39718,3070161471.04451,3038727617.03901,3628440274.67,3606968433.92682,3291489840.57141,3158806480.26107,3056999988.09146,2682347064.3642,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,New Zealand,NZL,5485854791.97096,5670064168.21773,6077496267.76294,6638937283.13963,7274144350.81809,5654463586.00366,5863733230.97616,5961418093.53003,5180597620.64135,5761588761.69421,6495605289.84737,7911136757.06867,9567331064.65727,12802281897.8712,13940981798.1247,12861983284.3912,13604832424.0062,15446825318.4556,18530518394.6488,20731243113.2926,23244547384.6748,24417617184.2478,24164603058.9949,24309279705.5731,21665975318.8842,24679795396.4194,30604668356.5695,40376354069.9474,45176811594.2029,43920222524.7085,45495129385.0475,42745329732.163,41649829859.6342,46775620817.4327,55314732279.1379,63918703506.9075,70140835299.0148,66075143415.4952,56227169851.0448,58762260625.8758,52623281956.7031,53872425916.6248,66627729311.4495,88250885550.2626,103905210084.034,114720129550.095,111608845081.383,137316087308.003,133280382371.547,121338622025.111,146583831538.331,168461998741.295,176193696737.934,190784384693.441,200834001603.85,177208110322.704,187854022728.459,202590814084.991,204923917869.355,..
GDP (current US$),NY.GDP.MKTP.CD,Nicaragua,NIC,223854666.666667,240524723.428571,265291588.666667,292916241.142857,341973758.857143,566542872.357143,606671444,657171436.714286,695899980.428571,747971449.571429,776585681.071429,826571413.428571,880842890.071429,1093571441.5,1520900045.14286,1590428522.64286,1847871371.71429,2239857060.57143,2142128603.78571,1527852635.63158,2189347367.52632,2448290109.65,2465165179.69565,2743341724.08333,3105517091.41379,2683816288.7907,2885710608.8808,3851213727.67857,2630904261.83247,1013184745.70715,1009455483.87097,1488804123.71134,1792800000,1756454248.36601,3863185119.04762,4140470000,4308351902.78601,4389965590.96538,4635267224.84195,4855717874.68247,5107329007.0922,5323146565.70315,5224213017.54386,5322454925.84746,5795568204.64532,6321335612.22233,6763688104.72396,7423367753.47589,8496998229.39412,8298729073.96937,8758639096.47693,9774351930.71802,10532006608.1447,10982938825.6994,11880395548.3476,12756706583.3113,13286048705.496,13843612004.9649,13117845416.6297,..
GDP (current US$),NY.GDP.MKTP.CD,Niger,NER,449526872.565561,485785234.940376,531736492.909178,586294761.493516,582816358.347155,673383604.238783,702296184.361344,665586975.088302,641214210.668969,625867922.677513,649916708.242419,693573595.320975,742779740.393513,946385033.011918,1026136974.47536,1048690933.21027,1064517574.56042,1291457973.12517,1774365275.18226,2109278101.9887,2508524186.43352,2170893038.90053,2017611927.4037,1803099731.54257,1461243212.42814,1440581533.7564,1904097020.29333,2233005822.58534,2280356338.22867,2179567107.50159,2480673194.99252,2327986215.86356,2344987614.27441,1606581743.78497,1563207224.65066,1880803361.68562,1987770898.54334,1845599608.44272,2076737356.67897,2018193703.06047,1798374468.36362,1945327564.65042,2170481508.86916,2731416346.48158,3052898739.4678,3405134831.8505,3646728060.06463,4291363390.91295,5379299887.69673,5373097440.5653,5718664504.91341,6409184724.22579,6942258305.19085,7667952566.39139,8229731383.75656,7217667780.59665,7528285443.60769,8119710126.32655,9290938457.2883,..
