Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
GDP (current US$),NY.GDP.MKTP.CD,Nigeria,NGA,4196092258.15484,4467200335.99328,4909302953.94092,5165489010.2198,5552822483.55033,5874422511.54977,6366792664.14672,5203135937.28125,5200895982.08036,6634187316.25367,12545849083.0183,9181769911.50443,12274416017.7976,15162871287.1287,24846641318.1242,27778934624.6973,36308883248.731,36035407725.3219,36527862208.7133,47259911894.2731,64201788122.6054,164475209515.19,142769363313.375,97094911790.6948,73484359521.0997,73745821156.2995,54805852581.1516,52676041930.5791,49648470439.7963,44003061108.3357,54035795388.0915,49118433047.5318,47794925814.7558,27752204320.0883,33833042987.7582,44062465800.1706,51075815092.5,54457835193.4927,54604050168.1818,59372613485.6576,69448756932.5833,74030364472.0506,95385819320.5737,104911947834.122,136385979322.437,176134087150.341,236103982431.635,275625684968.615,337035512676.935,291880204327.419,363359886203.409,410334579160.752,459376049763.999,514966287334.277,568498937615.656,494583180777.103,404649527537.753,375745486520.715,397269616080.908,..
GDP (current US$),NY.GDP.MKTP.CD,North Macedonia,MKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4699646643.10954,4938775510.20408,2436849341.97604,2682456896.55172,3556581986.14319,4680078740.15748,4651453634.08521,3928975903.61446,3756208791.20879,3863743409.49033,3772851420.24763,3709637829.94866,4018365247.44444,4946292774.79046,5682719260.0763,6258600713.82627,6861222331.96317,8336478142.08872,9909548410.82744,9401731495.71661,9407168702.4313,10494632699.3859,9745251126.0109,10817712138.9451,11362272837.8818,10064515432.0265,10672471860.7184,11279509013.9119,12672131053.1578,..
GDP (current US$),NY.GDP.MKTP.CD,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1284000000,1239000000,1210000000,1061000000,990000000,938000000,939000000,795000000,799000000,733000000,751000000,782000000,845000000,931000000,1250000000,1601000000,1323000000,..
GDP (current US$),NY.GDP.MKTP.CD,Norway,NOR,5163271598.15702,5632460936.54576,6066976682.67364,6510239502.76489,7159202706.48027,8058681060.159,8696460205.3397,9514496703.39762,10159934136.7838,11063065083.4888,12814123115.2613,14583114840.0629,17358610849.701,22534253702.8686,27145693810.1341,32877805200.023,35942270686.3374,41508030431.1074,46523091009.6713,53132244623.9213,64439382896.0156,63596654760.8677,62647195537.6511,61627240831.0948,62057955032.7758,65416879914.3907,78693253275.995,94230055658.6271,101900260856.222,102633789557.535,119791683307.507,121872464483.487,130838040067.584,120579072750.596,127131461119.927,152029612324.788,163520109150.671,161356631888.484,154163364302.66,162284465073.341,171247131268.604,173972218824.027,195524186477.617,228858506821.841,264511630666.983,308884284051.222,345581369965.54,400937100158.657,462250000000,386190385318.767,428757038466.841,498283438454.281,509506317146.541,522761531914.894,498410050251.256,385801550067.169,368827142857.143,398393955268.99,434166615431.909,..
GDP (current US$),NY.GDP.MKTP.CD,Oman,OMN,..,..,..,..,..,63287594.5113414,67768132.1758611,107152720.243027,188864890.808735,239980801.535877,256299496.040317,301010587.102984,366857738.40542,483033932.135729,1645917776.49103,2096699189.34569,2560220034.74233,2741169947.88651,2740301389.69311,3733352634.62652,5981760277.93862,7259120150.55009,7554719455.70353,7932541690.79328,8821366531.55762,10005500579.0388,7323822251.3089,7811183094.92848,8386215864.75943,9372171651.49545,11685045513.6541,11341482444.7334,12452275682.7048,12493107932.3797,12918855656.697,13802600780.2341,15277763328.9987,15837451235.3706,14085373211.9636,15710148244.4733,19507412223.6671,19452015604.6814,20142782834.8505,21633810143.0429,24763589076.723,31081924577.3732,37215864759.4278,42085305591.6775,60905331599.4798,48388296488.9467,58642392717.8153,67937581274.3823,76689206762.0286,78784395318.5956,81076723016.9051,68921456436.9311,65941482444.7334,70597919375.8127,79276723016.9051,..
GDP (current US$),NY.GDP.MKTP.CD,Pakistan,PAK,3707055900.88198,4054599181.01638,4233095590.0882,4540529105.41789,5130407727.84544,5884712095.75809,6466610751.78496,7403821902.56195,8090088555.2289,8632927257.45485,10027088849.223,10602058189.8362,9309109764.07784,6324884129.38617,8773030424.24242,11340000242.4242,13338484979.798,15126059646.4646,17820100626.2626,19707979303.0303,23689696767.6768,28100605515.1515,30725972786.7299,28691890433.0709,31151824658.6524,31144920554.0897,31899071053.9368,33351528115.351,38472741737.3968,40171019643.3511,40010424928.715,45451960731.7204,48635176852.7673,51478304859.5879,51894781281.8919,60636022422.6176,63320122807.1223,62433300338.0941,62191955814.3478,62973855718.8874,73952374969.7995,72309738921.3329,72306820396.2325,83244801092.7096,97977766197.6724,109502102510.883,137264061106.043,152385716311.916,170077814106.305,168152775283.032,177165635077.065,213587413183.996,224383620829.57,231218567178.979,244360888750.807,270556131701.171,278654637737.69,304567253219.097,314588210501.063,..
GDP (current US$),NY.GDP.MKTP.CD,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,146113700,156737100,163026600,153761900,164886100,184468800,189028900,194630300,198024400,183369300,183498800,193143900,211103300,223388400,243147000,280376100,300125600,286321800,283994900,..
GDP (current US$),NY.GDP.MKTP.CD,Panama,PAN,537147100,599026300,652120900,722784500,776137500,852485300,928833000,1034376400,1112791100,1221305700,1351006400,1523917200,1673411700,1913793400,2188307600,2435304100,2588106000,2738261900,3244558600,3704551600,4614086400,5222421500,5769767900,5923755900,6183387100,6541517100,6797834200,6827665300,5902783400,5918469800,6433967000,7074675500,8042337700,8782585400,9365289800,9573813700,9870494000,10677286100,11575486400,12130252200,12304115000,12502013400,12994310400,13693981200,15013381700,16374393900,18141666300,21295984200,25155888600,27116635600,29440300000,34686200000,40429700000,45600000000,49921500000,54091700000,57957600000,62283800000,65055100000,..
GDP (current US$),NY.GDP.MKTP.CD,Papua New Guinea,PNG,230496032.981216,244832035.032526,261184037.372301,275968039.487715,305312043.68649,344159480.344943,390973233.284802,441706910.068317,485160824.280435,551237316.608803,645537126.217941,717716130.493883,858802035.928144,1299105240.73285,1467346059.99713,1356591176.85561,1511856584.25832,1640763204.44781,1947947524.33347,2293621944.3664,2545983007.89984,2498068350.66865,2368584969.53284,2562492524.81761,2552526263.0759,2423373088.07358,2648033765.69899,3143848331.31402,3655979702.45646,3546460176.99115,3219730364.99623,3787394957.98319,4377980510.05598,4974550286.18152,5502786069.65174,4636057476.42568,5155311077.38998,4936615298.79367,3789443014.61662,3477038204.01733,3521339699.07407,3081024212.42924,2999511040.19764,3536411824.2958,3927157866.96465,4865892972.27595,8355006711.25024,9545177004.87155,11670840924.1395,11619637815.9806,14250755221.5077,17984910495.726,21295659249.2443,21261432774.5023,23210682536.8359,21723531182.1369,20759069104.55,22742613549.3956,23497607690.1178,..
GDP (current US$),NY.GDP.MKTP.CD,Paraguay,PRY,..,..,..,..,..,443587301.587302,465888888.888889,492674603.174603,517650793.650794,556293650.793651,594611111.111111,664571428.571429,769039682.539683,995531746.031746,1333475396.8254,1511420634.92064,1698960317.46032,2092158730.15873,2559857142.85714,3416777777.77778,4448087301.5873,5624515873.01587,5419411764.70588,5673248726.18009,4502462807.0602,3282449235.87261,3723993942.72004,3971044723.80154,4255683528.33968,4757732199.96678,5812114523.02702,6984367762.90371,7157424031.06045,7249533620.30614,7870982004.8195,9062131475.02318,9788391780.52421,9965225678.05093,9260481572.42462,8837070235.51892,8855705139.55857,8495806432.18467,7196260656.84556,7691367471.17992,9624440836.29309,10737500188.1123,13429430050.261,17856270473.153,24578067861.3998,22341754513.9643,27215968615.5548,33715524703.9288,33283228891.0923,38585317742.981,40276532540.8812,36164068797.2511,36054281572.3981,39008900331.6733,40496953779.071,..
GDP (current US$),NY.GDP.MKTP.CD,Peru,PER,2571908062.07692,2899654840.36567,3286773187.87687,3600957771.15299,4356913870.23508,5166861068.42164,6113607728.15672,6204253758.57616,5736083835.22481,6420909789.63824,7432223176.77261,8289582883.50129,9189413409.01292,10994381894.7984,13858441211.2196,16877163792.1284,15947709379.6507,14620386673.8544,12495779622.071,15962459447.2168,18134029179.6393,21649137620.3055,21793496819.3379,17345624453.6916,17599660054.286,16548827018.2872,15244232957.876,20702298396.9717,15439408447.2288,22499559086.0343,26410386669.3609,34341465998.2003,35966302303.263,34832077220.8537,44882079766.8913,53312793687.3836,55252414130.3019,58147522522.5225,55501467877.381,50187324567.883,51744749133.213,52030158775.4055,54777553515.0809,58731030121.8671,66768703497.5687,76060606060.606,88643193061.748,102170981144.136,120550599815.441,120822986521.479,147528937028.778,171761737046.585,192648999090.082,201175469114.327,200789362451.567,189805300841.603,191895943823.887,211007207483.515,222044970486.217,..
GDP (current US$),NY.GDP.MKTP.CD,Philippines,PHL,6684568805.06881,7256966966.22556,4399827767.96704,4875309866.34017,5271404668.36735,5784398976.9821,6371459304.41018,6809134235.54298,7591603053.43511,8408229699.14295,6687204834.3687,7408305735.65309,8017468688.2004,10082885603.0668,13781139969.6519,14893969287.6557,17097563270.2982,19648106122.0079,22706155475.3048,27502168726.9573,32450541843.0652,35646416952.5425,37140163934.4262,33212180658.1659,31408492876.691,30734335448.9905,29868339080.8263,33195933429.6008,37885440418.6834,42575183905.5606,44311593755.7845,45417561302.2497,52976344928.9564,54368083953.1119,64084460124.4644,74119987244.5011,82848140618.0266,82344260570.6685,72207028767.7598,82995145792.9341,81026300310.0109,76262072467.3776,81357605641.8544,83908206647.9347,91371242495.0794,103071582125.968,122210716311.048,149359918059.998,174195136253.393,168334601260.075,199590775190.258,224143083706.777,250092092998.143,271836123723.678,284584522898.872,292774099013.687,304897590205.413,313619747740.186,330910343610.956,..
GDP (current US$),NY.GDP.MKTP.CD,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,65977748210.5263,85500935934.9901,94337050693.2727,96045645026.178,110803391516.698,142137319587.629,159942880456.956,159117799530.388,174388271853.6,169717677900.734,171885598582.637,190521263343.023,198680637254.902,217513049291.61,255102252843.395,306125173852.573,344748646558.391,429063549983.742,533815789473.684,439796160379.475,479321460551.189,528832185770.217,500360816827.883,524234322596.975,545389126644.476,477576866958.483,472028000405.803,526216495118.144,585663814824.044,..
GDP (current US$),NY.GDP.MKTP.CD,Portugal,PRT,3193200404.37297,3417516639.37596,3668222357.65702,3905734459.72693,4235608177.67102,4687464054.83455,5135387845.97108,5740241165.63433,6354262628.33537,6969025825.62869,8108235006.9735,9201607067.13781,11239117123.7954,15090566639.4113,17512388318.8635,19347608627.451,20332834217.5066,21439525405.9717,23487613138.6861,26622818852.459,32896521425.7109,31977275895.7655,30527754540.8678,27239650741.9472,25217969597.3706,27115807153.7828,38745902023.8574,48182925145.8659,56347251114.2061,60594092436.9748,78713859794.6843,89233599833.4952,107592098901.099,95009751901.2592,99688640942.029,118122007430.012,122630089680.27,117016535162.95,123946327916.296,127427343916.471,118310710337.203,121498889485.459,134156091661.961,164862142212.19,189034502110.752,197180330804.626,208581694893.991,240190803449.22,262344779551.78,243701635176.438,237880908317.652,244797226567.109,216236608773.976,226369502104.236,229596170846.995,199313894327.486,206286022781.894,220811110492.149,240674524464.24,..
GDP (current US$),NY.GDP.MKTP.CD,Puerto Rico,PRI,1691900000,1865100000,2094400000,2333600000,2570500000,2881500000,3170500000,3532700000,3941700000,4460700000,5034700000,5646800000,6328900000,7002400000,7684800000,8198300000,8968600000,9910900000,11165000000,12750000000,14436100000,15955700000,16764200000,17276600000,19162600000,20289200000,22009300000,24025800000,26385800000,28161200000,30603919000,32287031000,34630430000,36922456000,39690630000,42647331000,45340835000,48187039000,54086400000,57841000000,61701800000,69208400000,71623500000,74827400000,80322313000,83914521300,87276164400,89524131600,93639300000,96385600000,98381300000,100351700000,101564800000,102450000000,102445800000,103375500000,104336700000,104250200000,101130900000,..
GDP (current US$),NY.GDP.MKTP.CD,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,301791301.791302,387700084.245998,510259940.720474,793884368.040437,2401403227.44085,2512784033.37828,3284301332.18953,3617580171.76055,4052000412.70087,5633000318.02401,7829094613.07082,8661263763.73626,7596703214.28571,6467582307.69231,6704395824.17583,6153296456.04396,5053021950.54945,5446428681.31868,6038187032.96703,6487912087.91209,7360439423.07692,6883516483.51648,7646153983.51648,7156593653.84615,7374450769.23077,8137911978.02198,9059340384.61539,11297802115.3846,10255495027.4725,12393131868.1319,17759890109.8901,17538461538.4615,19363736263.7363,23533791208.7912,31734065934.0659,44530494505.4945,60882142857.1428,79712087912.0879,115270054945.055,97798351648.3516,125122306346.154,167775274725.275,186833516483.516,198727747252.747,206224725274.725,161739835164.835,151732142857.143,166928571428.571,191362087912.088,..
GDP (current US$),NY.GDP.MKTP.CD,Romania,ROU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38413636363.6364,40809523809.5238,42105263157.8947,38995454545.4545,28998684210.5263,25121666666.6667,26362894736.8421,30074440483.3837,37435317265.1254,36937074278.3004,35574916294.6429,41694118972.5101,35952781582.2083,37253259016.9976,40394824679.1232,46066101951.2933,57806506024.0964,74972669056.5922,98452791982.7024,122022997508.01,174585202805.233,214313628965.024,174103695930.213,166225180150.414,183443154234.731,171196268957.961,190949066979.176,199626806401.529,177893451831.141,188494136775.719,211695422578.655,239552516744.469,..
GDP (current US$),NY.GDP.MKTP.CD,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,554713455149.502,506500173960.269,516814274021.956,517962962962.963,460290556900.726,435083713850.837,395077301248.464,395537185734.854,391724890744.498,404928954191.876,270955486862.442,195907128350.934,259710142196.943,306602070620.5,345470494417.863,430347770731.787,591016690742.798,764017107992.392,989930542278.695,1299705764823.62,1660846387624.78,1222644282201.86,1524917468442.01,2051661732059.78,2210256976945.38,2297128039058.21,2059984158438.46,1363594369577.82,1282723881134.01,1578624060588.26,1657554647149.87,..
GDP (current US$),NY.GDP.MKTP.CD,Rwanda,RWA,119000024,122000016,125000008,128000000,129999994,148799980,124525702.857143,159560018,172200018,188700037,219900006,222952578.196381,246457838.336681,290746157.145921,308458423.183854,571863295.740122,637754162.101094,746650558.55469,905709147.27019,1109346220.52885,1254765349.93185,1407062607.63214,1407242640.23211,1479688125.8852,1587412957.22263,1715625839.17973,1944711061.30888,2157434025.16467,2395493877.51365,2405021932.89997,2550185618.14774,1911600969.76612,2029026704.02707,1971525998.87685,753636370.454546,1293535010.94467,1382334879.40812,1851558301.7002,1989343495.21844,1817654508.16444,1734938652.21165,1674685248.19528,1677552332.39623,1846198770.58709,2088961968.93579,2581313485.68523,3194248865.75436,3875655218.43662,4924731465.94296,5450464409.08754,5849863212.53084,6646901207.96626,7428848122.01823,7621924854.16834,8016593394.23229,8277614580.58676,8475622319.014,9140429057.8874,9508715596.4368,..
GDP (current US$),NY.GDP.MKTP.CD,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,121221651.619316,111862823.574979,109200934.328518,95572172.9835657,100947848.64478,111713922.141578,133016065.416065,122888609.715243,125766269.755358,125597205.422315,132303041.36253,133122897.196262,221098106.508876,224865731.381903,249908970.658971,285475591.89651,269481523.200465,258833766.580017,269019710.327456,273088357.1637,288078881.433056,338838639.378435,420320176.359437,465568018.300557,505832439.822977,570469196.667431,619260721.579306,584706020.213857,663161528.405016,737401684.079882,760549577.698957,770021643.562694,756919933.524059,788307314.850856,799376439.999273,831903814.094124,820491798.30076,..
GDP (current US$),NY.GDP.MKTP.CD,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1215640315.36331,1101897917.81832,1160626398.21029,1253529079.61604,1600451467.26862,1877328035.75863,1958711603.03445,2092585622.88295,2488365726.79989,2752307016.25897,2363156432.34232,2139072847.68212,2054489852.65499,1800077091.09598,1865374402.54912,1788510017.24824,1523012088.2777,1564380530.97345,1632860040.56795,..,..
GDP (current US$),NY.GDP.MKTP.CD,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75951127.727338,85171074.2134329,102085766.467304,114582285.797721,136450661.34421,142775106.811733,149146923.104274,188021168.841818,187821029.03052,197454052.146072,233213521.691189,252560556.021848,302925488.131749,348941656.435664,318265835.263324,347545391.785,375040173.816889,422296762.322469,..
GDP (current US$),NY.GDP.MKTP.CD,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,4187777711.11111,4485777644.44444,5377333333.33333,7184853347.5974,9664157498.5524,14947391140.1284,45412957746.4789,46773368205.5947,64005665722.3796,74188249978.724,80265619484.6452,111859676267.555,164541738058.737,184291796008.869,153239017560.236,129171635311.143,119624858115.778,103897846493.65,86961922765.3254,85695861148.1976,88256074766.3551,95344459279.0387,117630271802.403,132223268491.322,137087876662.216,132967901415.22,135174886488.652,143343036341.789,158662398744.993,165963557409.88,146775498080,161716960000,189514926213.333,184137469733.333,189605920240,215807655253.333,258742133333.333,328459608764.111,376900133511.348,415964509673.115,519796800000,429097866666.667,528207200000,671238840106.667,735974843360,746647127413.333,756350347333.334,654269902880,644935541440,688586133333.333,786521831571.957,..
